ID,Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
4200,Old Town,Delhi,100,4.2,5893,Burrito,Fast Food,20-30 min,Terrible taste!
4201,Tech Park,Hyderabad,600,3.5,3196,Fruit Bowl,Non-Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
4202,Old Town,Kolkata,600,5.0,8160,BBQ Ribs,Gluten-Free,20-30 min,Tasty and worth the price.
4203,Old Town,Pune,700,4.0,9632,Samosa,Fast Food,50-60 min,Superb packaging and presentation.
4204,Tech Park,Pune,900,3.5,5291,Smoothie Bowl,Vegan,50-60 min,Delicious and fresh.
4205,Residential Area,Ahmedabad,100,4.2,7022,Pho,Healthy,30-40 min,Standard quality.
4206,Old Town,Pune,100,5.0,2251,Ramen,Gluten-Free,20-30 min,Tasty and worth the price.
4207,Suburb,Chennai,100,4.7,5829,Lassi,Fast Food,20-30 min,My new favorite dish!
4208,Tech Park,Ahmedabad,900,4.0,5188,Chow Mein,Vegan,20-30 min,Amazing taste and quick delivery.
4209,Tech Park,Delhi,400,4.0,1464,Butter Chicken,Healthy,50-60 min,Mediocre experience.
4210,Suburb,Hyderabad,100,3.5,5921,Salmon Teriyaki,Vegan,30-40 min,A decent meal.
4211,Downtown,Pune,100,5.0,7857,Pepperoni Pizza,Vegetarian,20-30 min,Superb packaging and presentation.
4212,Business District,Ahmedabad,800,5.0,5301,Chicken Wings,Gluten-Free,30-40 min,Not as described.
4213,Tech Park,Hyderabad,400,5.0,7394,Choco Lava Cake,Fast Food,20-30 min,Tasty and worth the price.
4214,City Center,Hyderabad,100,5.0,4620,Salmon Teriyaki,Non-Vegetarian,50-60 min,Late delivery ruined it.
4215,Old Town,Mumbai,500,4.5,7883,Fish and Chips,Gluten-Free,40-50 min,Amazing taste and quick delivery.
4216,Old Town,Kolkata,1000,4.7,1061,Samosa,Healthy,50-60 min,Amazing taste and quick delivery.
4217,Business District,Kolkata,100,3.0,1965,Idli Sambar,Gluten-Free,40-50 min,Standard quality.
4218,Business District,Delhi,200,3.5,5399,Chow Mein,Vegetarian,30-40 min,A decent meal.
4219,Business District,Bangalore,100,3.5,5372,Lassi,Vegetarian,20-30 min,"Good, but nothing extraordinary."
4220,City Center,Pune,900,3.0,3290,Gulab Jamun,Non-Vegetarian,40-50 min,Nothing special but edible.
4221,Residential Area,Delhi,200,4.0,8256,French Fries,Vegetarian,20-30 min,Highly recommended!
4222,Suburb,Kolkata,300,3.0,4129,Grilled Cheese,Vegetarian,20-30 min,Delicious and fresh.
4223,Old Town,Ahmedabad,700,3.0,6515,Momos,Vegetarian,50-60 min,Best meal I've had in a while!
4224,Residential Area,Chennai,200,4.7,600,Salmon Teriyaki,Gluten-Free,50-60 min,Neither great nor bad.
4225,Business District,Delhi,1000,4.5,1500,Chicken Caesar Salad,Vegan,50-60 min,Wouldn't order again.
4226,Suburb,Chennai,400,5.0,4249,Fruit Bowl,Vegan,50-60 min,Superb packaging and presentation.
4227,Suburb,Delhi,700,5.0,8354,Chicken Biryani,Vegan,30-40 min,Terrible taste!
4228,Tech Park,Chennai,500,4.2,9757,Pepperoni Pizza,Vegan,30-40 min,Mediocre experience.
4229,Downtown,Kolkata,400,3.5,7354,Lassi,Non-Vegetarian,40-50 min,Absolutely loved it!
4230,Suburb,Delhi,700,3.0,7578,Chicken Wings,Vegan,30-40 min,Would order again if needed.
4231,Downtown,Bangalore,700,4.5,3543,Pepperoni Pizza,Fast Food,30-40 min,Mediocre experience.
4232,Old Town,Kolkata,200,4.5,211,Chow Mein,Non-Vegetarian,30-40 min,Best meal I've had in a while!
4233,Residential Area,Pune,500,4.5,402,Gulab Jamun,Gluten-Free,30-40 min,A decent meal.
4234,Business District,Mumbai,900,3.5,9680,Ramen,Healthy,20-30 min,Average taste.
4235,Suburb,Delhi,200,4.2,3808,Chicken Wings,Vegetarian,50-60 min,Mediocre experience.
4236,Downtown,Kolkata,500,5.0,8142,Steak,Vegan,30-40 min,A decent meal.
4237,Tech Park,Bangalore,500,3.0,1068,Idli Sambar,Fast Food,40-50 min,Nothing special but edible.
4238,Old Town,Mumbai,900,4.5,2249,Smoothie Bowl,Healthy,20-30 min,Perfectly cooked and well-seasoned.
4239,City Center,Chennai,800,3.0,4243,French Fries,Gluten-Free,50-60 min,Amazing taste and quick delivery.
4240,City Center,Pune,300,4.7,284,Dosa,Vegan,30-40 min,It was okay.
4241,City Center,Delhi,500,3.5,3705,Mango Shake,Non-Vegetarian,20-30 min,Best meal I've had in a while!
4242,Downtown,Ahmedabad,1000,4.2,2962,Fruit Bowl,Non-Vegetarian,50-60 min,Delicious and fresh.
4243,Old Town,Kolkata,100,3.0,8176,BBQ Ribs,Gluten-Free,50-60 min,Average taste.
4244,Residential Area,Pune,300,4.2,1308,Steak,Gluten-Free,20-30 min,Worst experience ever.
4245,City Center,Bangalore,600,4.0,5108,French Fries,Vegetarian,40-50 min,Cold and stale food.
4246,Old Town,Delhi,500,3.5,4427,Ramen,Vegan,20-30 min,My new favorite dish!
4247,Downtown,Bangalore,900,4.7,1161,Steak,Fast Food,30-40 min,Amazing taste and quick delivery.
4248,Residential Area,Delhi,500,4.2,9930,Choco Lava Cake,Vegan,30-40 min,Nothing special but edible.
4249,Residential Area,Ahmedabad,400,4.0,1760,Choco Lava Cake,Non-Vegetarian,20-30 min,Standard quality.
4250,City Center,Kolkata,300,3.0,132,Lassi,Fast Food,50-60 min,Late delivery ruined it.
4251,City Center,Chennai,300,3.5,4491,Dal Makhani,Vegan,30-40 min,Perfectly cooked and well-seasoned.
4252,Business District,Mumbai,200,3.5,2104,Grilled Cheese,Fast Food,40-50 min,Average taste.
4253,Residential Area,Ahmedabad,900,3.0,1107,Chow Mein,Healthy,50-60 min,Would order again if needed.
4254,Downtown,Ahmedabad,200,3.5,8920,Brownie,Fast Food,30-40 min,A decent meal.
4255,Downtown,Delhi,400,4.2,9617,Gulab Jamun,Fast Food,40-50 min,Delicious and fresh.
4256,City Center,Mumbai,100,4.2,723,Shawarma,Healthy,30-40 min,Mediocre experience.
4257,City Center,Hyderabad,400,4.5,4709,Dal Makhani,Gluten-Free,20-30 min,Perfectly cooked and well-seasoned.
4258,Residential Area,Hyderabad,700,3.0,478,Veg Biryani,Healthy,50-60 min,Best meal I've had in a while!
4259,Downtown,Ahmedabad,400,4.2,6183,Poke Bowl,Fast Food,50-60 min,Delicious and fresh.
4260,Old Town,Bangalore,600,5.0,3324,Burrito,Vegan,20-30 min,Terrible taste!
4261,Residential Area,Mumbai,900,3.0,5377,Pepperoni Pizza,Vegan,30-40 min,Terrible taste!
4262,Residential Area,Pune,900,3.5,8545,Gulab Jamun,Vegan,30-40 min,Nothing special but edible.
4263,Downtown,Hyderabad,1000,5.0,595,Idli Sambar,Vegan,40-50 min,My new favorite dish!
4264,Downtown,Delhi,600,5.0,3376,Lassi,Vegan,20-30 min,Amazing taste and quick delivery.
4265,Business District,Hyderabad,500,4.2,1029,Greek Salad,Vegetarian,40-50 min,Perfectly cooked and well-seasoned.
4266,Business District,Pune,800,4.0,833,Steak,Gluten-Free,40-50 min,Tasty and worth the price.
4267,City Center,Pune,200,3.5,1777,Veg Biryani,Vegetarian,40-50 min,A decent meal.
4268,Tech Park,Bangalore,200,4.0,7845,Fruit Bowl,Vegetarian,40-50 min,Too spicy and oily.
4269,Suburb,Mumbai,400,4.7,8170,Choco Lava Cake,Fast Food,50-60 min,Highly recommended!
4270,Old Town,Pune,500,5.0,6276,Tacos,Vegetarian,30-40 min,Superb packaging and presentation.
4271,Residential Area,Delhi,200,5.0,1303,Pho,Healthy,20-30 min,Would order again if needed.
4272,Downtown,Kolkata,500,3.0,8648,Fruit Bowl,Healthy,40-50 min,Average taste.
4273,Old Town,Bangalore,100,4.5,331,Grilled Cheese,Fast Food,40-50 min,Standard quality.
4274,Old Town,Delhi,700,4.7,6193,Greek Salad,Gluten-Free,20-30 min,"Good, but nothing extraordinary."
4275,City Center,Pune,600,4.2,9341,Idli Sambar,Fast Food,50-60 min,Amazing taste and quick delivery.
4276,Old Town,Delhi,400,3.0,7643,Butter Chicken,Gluten-Free,50-60 min,Superb packaging and presentation.
4277,Suburb,Chennai,600,4.0,3655,Tacos,Non-Vegetarian,30-40 min,Worst experience ever.
4278,City Center,Mumbai,700,3.0,6774,Smoothie Bowl,Vegetarian,50-60 min,Not worth the price.
4279,Downtown,Ahmedabad,100,5.0,3781,Pani Puri,Vegan,20-30 min,My new favorite dish!
4280,Business District,Chennai,300,4.7,4680,Cheeseburger,Fast Food,40-50 min,Superb packaging and presentation.
4281,Suburb,Mumbai,600,3.0,7440,Pho,Healthy,50-60 min,A decent meal.
4282,Residential Area,Mumbai,900,4.7,7529,Poke Bowl,Vegan,50-60 min,Terrible taste!
4283,Old Town,Hyderabad,700,3.0,4068,Shawarma,Vegetarian,20-30 min,A decent meal.
4284,Business District,Delhi,1000,5.0,1534,Greek Salad,Non-Vegetarian,50-60 min,Not as described.
4285,Residential Area,Ahmedabad,600,4.2,4308,Smoothie Bowl,Fast Food,20-30 min,Perfectly cooked and well-seasoned.
4286,Tech Park,Ahmedabad,500,5.0,6062,Paneer Butter Masala,Healthy,30-40 min,Nothing special but edible.
4287,Suburb,Pune,900,3.5,387,Brownie,Gluten-Free,20-30 min,My new favorite dish!
4288,Tech Park,Pune,800,3.5,1802,Ice Cream Sundae,Vegetarian,30-40 min,Delicious and fresh.
4289,Business District,Kolkata,400,3.0,9617,Cheeseburger,Non-Vegetarian,50-60 min,Perfectly cooked and well-seasoned.
4290,Downtown,Chennai,900,4.2,7150,Pepperoni Pizza,Non-Vegetarian,40-50 min,Worst experience ever.
4291,Old Town,Hyderabad,600,4.5,3560,French Fries,Gluten-Free,30-40 min,Best meal I've had in a while!
4292,Downtown,Bangalore,400,4.5,4074,BBQ Ribs,Fast Food,50-60 min,Late delivery ruined it.
4293,Suburb,Chennai,200,4.2,8750,Steak,Fast Food,50-60 min,Would order again if needed.
4294,City Center,Hyderabad,600,4.5,5091,Chicken Wings,Non-Vegetarian,50-60 min,Mediocre experience.
4295,City Center,Bangalore,500,4.5,322,Chicken Caesar Salad,Fast Food,40-50 min,Late delivery ruined it.
4296,Business District,Chennai,600,4.2,8893,Pho,Vegan,20-30 min,Best meal I've had in a while!
4297,Suburb,Mumbai,1000,4.2,7721,Butter Chicken,Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
4298,Tech Park,Bangalore,700,5.0,2596,Grilled Cheese,Vegan,20-30 min,Wouldn't order again.
4299,Old Town,Mumbai,400,4.0,90,Pasta Alfredo,Vegetarian,30-40 min,Would order again if needed.
4300,Residential Area,Chennai,200,3.0,2396,Veg Biryani,Vegetarian,40-50 min,Disappointed.
4301,Suburb,Bangalore,300,4.0,7063,Mango Shake,Vegetarian,40-50 min,Wouldn't order again.
4302,Downtown,Bangalore,200,4.7,4410,Choco Lava Cake,Fast Food,50-60 min,Superb packaging and presentation.
4303,City Center,Chennai,800,4.7,4859,Paneer Butter Masala,Non-Vegetarian,40-50 min,My new favorite dish!
4304,City Center,Delhi,900,4.2,1499,Chicken Biryani,Fast Food,20-30 min,My new favorite dish!
4305,Old Town,Ahmedabad,500,4.5,2945,Veg Biryani,Vegetarian,20-30 min,Perfectly cooked and well-seasoned.
4306,City Center,Ahmedabad,700,5.0,9248,Fish and Chips,Non-Vegetarian,40-50 min,Not worth the price.
4307,Suburb,Delhi,500,4.0,6755,Salmon Teriyaki,Gluten-Free,20-30 min,Disappointed.
4308,Downtown,Bangalore,700,5.0,9049,Croissant,Gluten-Free,20-30 min,My new favorite dish!
4309,Downtown,Kolkata,400,3.0,8580,Mango Shake,Fast Food,30-40 min,Not worth the price.
4310,Old Town,Ahmedabad,500,4.0,3428,Croissant,Non-Vegetarian,40-50 min,Would order again if needed.
4311,Suburb,Delhi,100,5.0,6771,Margherita Pizza,Healthy,40-50 min,Best meal I've had in a while!
4312,Downtown,Kolkata,200,3.0,8157,Idli Sambar,Gluten-Free,40-50 min,Mediocre experience.
4313,Old Town,Kolkata,400,3.0,5892,Margherita Pizza,Non-Vegetarian,30-40 min,Late delivery ruined it.
4314,Residential Area,Mumbai,300,4.0,7755,Paneer Butter Masala,Healthy,30-40 min,Would order again if needed.
4315,City Center,Chennai,900,3.5,1369,Ice Cream Sundae,Gluten-Free,20-30 min,Mediocre experience.
4316,Downtown,Pune,900,3.0,5985,Chow Mein,Gluten-Free,40-50 min,Wouldn't order again.
4317,Suburb,Hyderabad,400,3.5,2529,Smoothie Bowl,Non-Vegetarian,40-50 min,Superb packaging and presentation.
4318,Old Town,Pune,900,4.7,8898,Idli Sambar,Gluten-Free,50-60 min,Average taste.
4319,Suburb,Delhi,700,5.0,7806,Grilled Cheese,Vegan,40-50 min,It was okay.
4320,Tech Park,Chennai,300,4.0,7507,Momos,Healthy,30-40 min,Worst experience ever.
4321,Downtown,Hyderabad,600,5.0,5172,Lassi,Non-Vegetarian,20-30 min,A decent meal.
4322,City Center,Mumbai,600,3.0,1529,Paneer Butter Masala,Non-Vegetarian,40-50 min,Highly recommended!
4323,Suburb,Delhi,1000,4.5,2601,Pho,Fast Food,40-50 min,Neither great nor bad.
4324,Tech Park,Kolkata,400,3.0,2303,Grilled Cheese,Gluten-Free,20-30 min,Perfectly cooked and well-seasoned.
4325,Suburb,Ahmedabad,600,3.0,7745,Veg Biryani,Non-Vegetarian,20-30 min,Neither great nor bad.
4326,Old Town,Ahmedabad,700,4.7,6031,Pani Puri,Vegan,50-60 min,Absolutely loved it!
4327,City Center,Kolkata,400,5.0,3369,Grilled Cheese,Vegan,30-40 min,Perfectly cooked and well-seasoned.
4328,Old Town,Bangalore,200,3.0,3298,Momos,Vegetarian,20-30 min,Amazing taste and quick delivery.
4329,City Center,Chennai,800,3.5,9647,Momos,Gluten-Free,30-40 min,Not worth the price.
4330,Downtown,Mumbai,100,4.7,3029,Smoothie Bowl,Non-Vegetarian,20-30 min,Perfectly cooked and well-seasoned.
4331,Suburb,Pune,600,3.5,1579,Burrito,Vegetarian,50-60 min,Perfectly cooked and well-seasoned.
4332,Downtown,Hyderabad,600,4.2,7212,Lassi,Healthy,20-30 min,Not as described.
4333,Suburb,Delhi,700,3.5,3732,Dosa,Vegan,30-40 min,Too spicy and oily.
4334,Residential Area,Pune,100,3.0,6936,Waffles,Healthy,40-50 min,Delicious and fresh.
4335,Residential Area,Hyderabad,100,4.5,5056,Bubble Tea,Vegan,30-40 min,Average taste.
4336,Suburb,Hyderabad,800,3.5,6975,Pasta Alfredo,Non-Vegetarian,20-30 min,Highly recommended!
4337,Downtown,Delhi,300,5.0,9279,Ice Cream Sundae,Vegan,30-40 min,Wouldn't order again.
4338,Suburb,Kolkata,900,5.0,2826,Pani Puri,Healthy,20-30 min,Absolutely loved it!
4339,City Center,Kolkata,200,3.0,4734,Mango Shake,Vegan,30-40 min,Amazing taste and quick delivery.
4340,Business District,Delhi,1000,4.2,5455,Brownie,Gluten-Free,20-30 min,It was okay.
4341,Old Town,Pune,700,4.2,5831,Butter Chicken,Vegetarian,30-40 min,It was okay.
4342,Downtown,Chennai,400,5.0,1717,Chicken Caesar Salad,Gluten-Free,40-50 min,Average taste.
4343,Downtown,Mumbai,1000,4.7,4962,Burrito,Healthy,30-40 min,Best meal I've had in a while!
4344,Residential Area,Kolkata,900,3.0,5203,BBQ Ribs,Non-Vegetarian,30-40 min,A decent meal.
4345,City Center,Kolkata,300,4.7,480,Shawarma,Vegan,20-30 min,Delicious and fresh.
4346,City Center,Bangalore,900,4.0,8842,Chicken Caesar Salad,Vegetarian,20-30 min,Terrible taste!
4347,Business District,Pune,700,5.0,4089,Falafel Wrap,Fast Food,30-40 min,It was okay.
4348,Old Town,Bangalore,700,4.0,1246,Dosa,Vegetarian,50-60 min,Absolutely loved it!
4349,Business District,Pune,200,4.0,6575,Fruit Bowl,Vegan,30-40 min,Wouldn't order again.
4350,Old Town,Pune,700,4.5,4687,Steak,Healthy,20-30 min,Tasty and worth the price.
4351,Business District,Ahmedabad,1000,3.0,6537,Burrito,Vegan,50-60 min,Terrible taste!
4352,City Center,Hyderabad,700,4.2,516,Momos,Fast Food,50-60 min,"Good, but nothing extraordinary."
4353,Suburb,Ahmedabad,200,3.5,9250,Choco Lava Cake,Fast Food,20-30 min,Amazing taste and quick delivery.
4354,Business District,Bangalore,600,3.5,56,Tacos,Fast Food,50-60 min,Mediocre experience.
4355,City Center,Pune,500,3.0,4509,Shawarma,Vegetarian,30-40 min,Highly recommended!
4356,Business District,Bangalore,900,4.5,2966,Tacos,Non-Vegetarian,40-50 min,Superb packaging and presentation.
4357,Tech Park,Ahmedabad,800,4.0,7746,Butter Chicken,Vegetarian,40-50 min,Highly recommended!
4358,Residential Area,Bangalore,200,4.2,5528,Bagel,Healthy,20-30 min,Average taste.
4359,Downtown,Bangalore,100,5.0,1805,Spring Rolls,Fast Food,40-50 min,Mediocre experience.
4360,Suburb,Chennai,200,4.5,7320,French Fries,Vegetarian,30-40 min,Mediocre experience.
4361,Business District,Delhi,100,4.5,8038,French Fries,Fast Food,40-50 min,My new favorite dish!
4362,Downtown,Pune,800,3.0,7410,Cold Coffee,Non-Vegetarian,30-40 min,Would order again if needed.
4363,Old Town,Ahmedabad,900,4.5,700,Pani Puri,Healthy,50-60 min,Too spicy and oily.
4364,Residential Area,Mumbai,600,5.0,8706,Spring Rolls,Fast Food,40-50 min,Would order again if needed.
4365,Old Town,Ahmedabad,500,5.0,8626,Cold Coffee,Gluten-Free,20-30 min,Superb packaging and presentation.
4366,City Center,Mumbai,800,4.7,6637,Margherita Pizza,Vegan,20-30 min,Mediocre experience.
4367,Suburb,Kolkata,800,4.7,6386,Dal Makhani,Vegetarian,50-60 min,Terrible taste!
4368,Business District,Pune,200,3.0,1001,Pho,Vegetarian,20-30 min,Highly recommended!
4369,Tech Park,Ahmedabad,600,4.0,5985,Mango Shake,Gluten-Free,40-50 min,Nothing special but edible.
4370,City Center,Kolkata,600,3.5,4401,Pasta Alfredo,Gluten-Free,20-30 min,Not as described.
4371,Old Town,Bangalore,400,4.0,472,Pani Puri,Vegetarian,40-50 min,Nothing special but edible.
4372,Tech Park,Pune,600,5.0,7725,Gulab Jamun,Vegan,30-40 min,A decent meal.
4373,Downtown,Pune,700,5.0,268,Cold Coffee,Vegetarian,30-40 min,Absolutely loved it!
4374,Residential Area,Hyderabad,400,4.0,6173,Avocado Toast,Fast Food,50-60 min,Terrible taste!
4375,Suburb,Mumbai,300,4.2,7199,Choco Lava Cake,Non-Vegetarian,40-50 min,Mediocre experience.
4376,Downtown,Chennai,300,4.7,876,BBQ Ribs,Fast Food,40-50 min,Highly recommended!
4377,Tech Park,Bangalore,100,4.2,1020,Paneer Butter Masala,Gluten-Free,20-30 min,Absolutely loved it!
4378,Suburb,Chennai,100,4.2,9202,Mango Shake,Fast Food,20-30 min,Tasty and worth the price.
4379,Business District,Mumbai,400,5.0,6287,Pepperoni Pizza,Gluten-Free,20-30 min,A decent meal.
4380,Tech Park,Delhi,1000,4.0,2940,Salmon Teriyaki,Non-Vegetarian,20-30 min,Wouldn't order again.
4381,Tech Park,Hyderabad,100,4.2,1070,Pepperoni Pizza,Non-Vegetarian,40-50 min,Neither great nor bad.
4382,Business District,Bangalore,900,4.0,4300,Pav Bhaji,Gluten-Free,50-60 min,Wouldn't order again.
4383,Tech Park,Kolkata,500,4.5,3010,Chow Mein,Vegetarian,30-40 min,Highly recommended!
4384,Old Town,Pune,400,5.0,1280,Waffles,Gluten-Free,20-30 min,Delicious and fresh.
4385,Residential Area,Mumbai,300,5.0,7710,Pancakes,Fast Food,50-60 min,Superb packaging and presentation.
4386,City Center,Mumbai,300,4.5,1917,Chicken Biryani,Fast Food,30-40 min,Best meal I've had in a while!
4387,Residential Area,Delhi,600,4.0,3023,Pasta Alfredo,Fast Food,20-30 min,Highly recommended!
4388,Residential Area,Kolkata,300,4.7,382,Steak,Gluten-Free,20-30 min,Perfectly cooked and well-seasoned.
4389,Business District,Delhi,100,5.0,348,Burrito,Vegan,30-40 min,Nothing special but edible.
4390,Residential Area,Hyderabad,400,4.7,409,Mango Shake,Gluten-Free,50-60 min,Superb packaging and presentation.
4391,Tech Park,Kolkata,200,4.5,7155,Smoothie Bowl,Healthy,30-40 min,It was okay.
4392,Tech Park,Pune,200,3.5,2913,Bubble Tea,Fast Food,40-50 min,A decent meal.
4393,Residential Area,Pune,400,4.2,8748,Tacos,Fast Food,50-60 min,Highly recommended!
4394,Old Town,Pune,400,4.5,2617,Brownie,Gluten-Free,20-30 min,Perfectly cooked and well-seasoned.
4395,Tech Park,Bangalore,300,3.0,6548,Croissant,Fast Food,50-60 min,Worst experience ever.
4396,Downtown,Hyderabad,1000,3.5,8476,Paneer Butter Masala,Vegetarian,40-50 min,Terrible taste!
4397,Suburb,Pune,900,3.5,2248,BBQ Ribs,Healthy,40-50 min,Disappointed.
4398,City Center,Pune,100,4.7,4629,Pho,Non-Vegetarian,50-60 min,Superb packaging and presentation.
4399,Old Town,Pune,700,4.0,3765,Chicken Wings,Non-Vegetarian,50-60 min,Delicious and fresh.
4400,Tech Park,Pune,300,3.5,5367,Chicken Caesar Salad,Vegan,50-60 min,Perfectly cooked and well-seasoned.
4401,Downtown,Kolkata,100,5.0,6931,Chicken Wings,Gluten-Free,40-50 min,My new favorite dish!
4402,Old Town,Hyderabad,800,4.5,4449,Avocado Toast,Non-Vegetarian,50-60 min,Highly recommended!
4403,City Center,Hyderabad,700,3.5,6923,Pepperoni Pizza,Fast Food,50-60 min,Disappointed.
4404,Suburb,Ahmedabad,300,4.5,2403,Choco Lava Cake,Vegan,20-30 min,My new favorite dish!
4405,Downtown,Chennai,800,4.0,2720,Chicken Caesar Salad,Non-Vegetarian,20-30 min,Wouldn't order again.
4406,Residential Area,Bangalore,200,4.5,9951,Cold Coffee,Vegetarian,50-60 min,A decent meal.
4407,Residential Area,Pune,700,4.0,7685,Chow Mein,Vegetarian,40-50 min,Amazing taste and quick delivery.
4408,Tech Park,Kolkata,600,5.0,423,Brownie,Fast Food,20-30 min,Absolutely loved it!
4409,Business District,Chennai,900,3.0,4104,Burrito,Vegetarian,50-60 min,Superb packaging and presentation.
4410,Residential Area,Bangalore,100,5.0,8224,Chicken Wings,Fast Food,40-50 min,Tasty and worth the price.
4411,Old Town,Ahmedabad,500,4.5,4795,Samosa,Non-Vegetarian,40-50 min,Delicious and fresh.
4412,Suburb,Mumbai,800,4.7,8255,Pho,Gluten-Free,20-30 min,Nothing special but edible.
4413,City Center,Chennai,100,3.5,3277,Falafel Wrap,Vegetarian,50-60 min,Absolutely loved it!
4414,Old Town,Kolkata,400,4.0,1551,Bagel,Vegan,20-30 min,My new favorite dish!
4415,Suburb,Bangalore,800,3.0,4011,Smoothie Bowl,Vegan,30-40 min,Highly recommended!
4416,Business District,Hyderabad,400,4.2,7949,Veg Biryani,Fast Food,40-50 min,Best meal I've had in a while!
4417,Business District,Hyderabad,900,5.0,4898,Spring Rolls,Vegetarian,50-60 min,Too spicy and oily.
